customer_id,name,email,age,country,registration_date,age_group,total_spent,avg_order_value,order_count,last_order_date
26,Customer_26,customer26@example.com,72,UK,2025-07-23 11:49:09.857979,51+,39034.409999999996,13011.47,3.0,2025-11-02 11:49:15.098970
27,Customer_27,customer27@example.com,42,Canada,2024-07-27 11:49:09.857979,36-50,78563.58,11223.368571428571,7.0,2025-09-26 11:49:14.651791
28,Customer_28,customer28@example.com,58,Canada,2025-05-21 11:49:09.857979,51+,,,,
29,Customer_29,customer29@example.com,41,Canada,2025-04-03 11:49:09.857979,36-50,68500.23,11416.705,6.0,2025-10-15 11:49:15.374156
30,Customer_30,customer30@example.com,60,Canada,2023-11-16 11:49:09.857979,51+,15545.189999999999,5181.73,3.0,2025-10-24 11:49:11.403593
31,Customer_31,customer31@example.com,77,Australia,2024-01-10 11:49:09.857979,51+,56680.69,8097.2414285714285,7.0,2025-08-03 11:49:14.489059
32,Customer_32,customer32@example.com,22,France,2024-01-23 11:49:09.857979,18-25,26465.75,5293.15,5.0,2025-09-06 11:49:10.424629
33,Customer_33,customer33@example.com,28,France,2025-02-26 11:49:09.857979,26-35,59706.12,11941.224,5.0,2025-09-18 11:49:15.292394
34,Customer_34,customer34@example.com,28,Germany,2024-10-11 11:49:09.857979,26-35,29845.56,9948.52,3.0,2025-07-24 11:49:14.989308
35,Customer_35,customer35@example.com,35,Australia,2023-11-30 11:49:09.857979,26-35,65236.31,9319.472857142857,7.0,2025-08-13 11:49:12.562010
36,Customer_36,customer36@example.com,53,UK,2023-12-03 11:49:09.857979,51+,38713.47,9678.3675,4.0,2025-09-14 11:49:16.282300
37,Customer_37,customer37@example.com,38,USA,2025-03-14 11:49:09.857979,36-50,33050.22,11016.74,3.0,2025-07-10 11:49:13.499435
38,Customer_38,customer38@example.com,70,USA,2024-12-15 11:49:09.857979,51+,7933.47,1983.3675,4.0,2025-08-12 11:49:12.594221
39,Customer_39,customer39@example.com,43,Canada,2025-08-28 11:49:09.857979,36-50,39409.04,13136.346666666666,3.0,2025-11-02 11:49:11.696838
40,Customer_40,customer40@example.com,31,France,2024-12-16 11:49:09.857979,26-35,24156.83,12078.415,2.0,2025-09-16 11:49:12.426727
41,Customer_41,customer41@example.com,31,Australia,2024-06-10 11:49:09.857979,26-35,87133.28,10891.66,8.0,2025-10-02 11:49:11.323286
42,Customer_42,customer42@example.com,43,Australia,2024-07-22 11:49:09.857979,36-50,51330.8,8555.133333333333,6.0,2025-10-07 11:49:13.739584
43,Customer_43,customer43@example.com,27,Canada,2025-06-14 11:49:09.857979,26-35,52421.03,7488.7185714285715,7.0,2025-09-24 11:49:12.924286
44,Customer_44,customer44@example.com,33,Australia,2024-04-08 11:49:09.857979,26-35,40746.51,6791.085,6.0,2025-09-22 11:49:13.264887
45,Customer_45,customer45@example.com,52,Canada,2024-03-15 11:49:09.857979,51+,16735.64,5578.546666666666,3.0,2025-07-14 11:49:11.706835
46,Customer_46,customer46@example.com,45,France,2024-09-21 11:49:09.857979,36-50,17536.62,4384.155,4.0,2025-09-05 11:49:14.046225
47,Customer_47,customer47@example.com,41,UK,2025-06-15 11:49:09.857979,36-50,26017.2,8672.4,3.0,2025-09-19 11:49:11.951873
48,Customer_48,customer48@example.com,50,Germany,2025-08-02 11:49:09.857979,36-50,29659.85,5931.969999999999,5.0,2025-10-03 11:49:14.359007
49,Customer_49,customer49@example.com,66,USA,2025-07-14 11:49:09.857979,51+,38464.729999999996,7692.945999999999,5.0,2025-10-11 11:49:14.205271
50,Customer_50,customer50@example.com,27,Australia,2025-05-24 11:49:09.857979,26-35,51911.92,10382.384,5.0,2025-10-22 11:49:16.192787
51,Customer_51,customer51@example.com,68,Australia,2024-08-28 11:49:09.857979,51+,2990.0,2990.0,1.0,2025-07-20 11:49:14.279097
52,Customer_52,customer52@example.com,56,USA,2024-10-05 11:49:09.857979,51+,57046.259999999995,11409.251999999999,5.0,2025-08-05 11:49:10.414537
53,Customer_53,customer53@example.com,42,France,2024-07-12 11:49:09.857979,36-50,31292.739999999998,7823.1849999999995,4.0,2025-09-21 11:49:14.465042
54,Customer_54,customer54@example.com,51,Canada,2024-04-16 11:49:09.857979,51+,92274.51,10252.723333333333,9.0,2025-11-02 11:49:10.814686
55,Customer_55,customer55@example.com,73,USA,2023-12-08 11:49:09.857979,51+,4943.19,4943.19,1.0,2025-01-11 11:49:13.590756
56,Customer_56,customer56@example.com,64,USA,2023-12-06 11:49:09.857979,51+,42919.66,7153.276666666668,6.0,2025-07-08 11:49:16.238691
57,Customer_57,customer57@example.com,74,France,2025-02-03 11:49:09.857979,51+,27908.870000000003,9302.956666666667,3.0,2025-06-12 11:49:15.738098
58,Customer_58,customer58@example.com,67,Australia,2024-11-20 11:49:09.857979,51+,52321.25,10464.25,5.0,2025-05-04 11:49:13.273885
59,Customer_59,customer59@example.com,25,Canada,2024-08-15 11:49:09.857979,18-25,76336.83,12722.805,6.0,2025-09-24 11:49:15.324412
60,Customer_60,customer60@example.com,28,Germany,2025-10-31 11:49:09.857979,26-35,6559.78,6559.78,1.0,2025-08-08 11:49:12.073012
61,Customer_61,customer61@example.com,79,Australia,2025-02-07 11:49:09.857979,51+,57279.03,11455.806,5.0,2025-10-10 11:49:13.518430
62,Customer_62,customer62@example.com,80,France,2025-05-05 11:49:09.857979,51+,38974.98,6495.830000000001,6.0,2025-06-30 11:49:10.400260
63,Customer_63,customer63@example.com,50,USA,2024-02-02 11:49:09.857979,36-50,21296.41,4259.282,5.0,2025-10-28 11:49:11.651006
64,Customer_64,customer64@example.com,37,Australia,2024-06-02 11:49:09.857979,36-50,17682.83,8841.415,2.0,2025-09-27 11:49:13.623760
65,Customer_65,customer65@example.com,56,UK,2025-05-31 11:49:09.857979,51+,110685.51,8514.27,13.0,2025-08-10 11:49:11.911478
66,Customer_66,customer66@example.com,41,UK,2024-04-30 11:49:09.857979,36-50,24361.82,8120.606666666667,3.0,2025-05-23 11:49:13.688580
67,Customer_67,customer67@example.com,79,France,2025-11-03 11:49:09.857979,51+,17052.04,5684.013333333333,3.0,2025-11-03 11:49:14.422362
68,Customer_68,customer68@example.com,56,Canada,2024-06-21 11:49:09.857979,51+,19343.2,6447.733333333334,3.0,2025-09-04 11:49:12.124105
69,Customer_69,customer69@example.com,19,USA,2024-10-28 11:49:09.857979,18-25,44618.36,8923.672,5.0,2025-10-07 11:49:16.279067
70,Customer_70,customer70@example.com,74,Canada,2025-03-03 11:49:09.857979,51+,39191.07,7838.214,5.0,2025-05-24 11:49:12.545194
71,Customer_71,customer71@example.com,21,UK,2024-04-02 11:49:09.857979,18-25,60787.01,7598.37625,8.0,2025-09-30 11:49:13.027996
72,Customer_72,customer72@example.com,78,USA,2025-08-08 11:49:09.857979,51+,11326.64,11326.64,1.0,2025-08-11 11:49:13.548554
73,Customer_73,customer73@example.com,64,Germany,2025-08-25 11:49:09.857979,51+,35368.13,7073.625999999999,5.0,2025-06-15 11:49:16.532425
74,Customer_74,customer74@example.com,80,France,2025-06-28 11:49:09.857979,51+,34067.2,11355.733333333332,3.0,2025-10-06 11:49:10.494283
75,Customer_75,customer75@example.com,26,Australia,2024-07-05 11:49:09.857979,26-35,75512.98,7551.298,10.0,2025-09-13 11:49:11.992598
76,Customer_76,customer76@example.com,78,France,2025-05-18 11:49:09.857979,51+,34375.21,17187.605,2.0,2025-04-06 11:49:16.635356
77,Customer_77,customer77@example.com,34,France,2024-02-21 11:49:09.857979,26-35,37838.45,7567.69,5.0,2025-05-15 11:49:13.295875
78,Customer_78,customer78@example.com,45,UK,2024-04-30 11:49:09.857979,36-50,77353.73000000001,11050.532857142858,7.0,2025-09-19 11:49:16.617361
79,Customer_79,customer79@example.com,66,Australia,2023-11-28 11:49:09.857979,51+,22061.21,7353.736666666667,3.0,2025-03-05 11:49:12.358368
80,Customer_80,customer80@example.com,30,Australia,2024-12-19 11:49:09.857979,26-35,36675.44,7335.088000000001,5.0,2025-09-25 11:49:14.305997
81,Customer_81,customer81@example.com,43,Australia,2024-01-08 11:49:09.857979,36-50,71046.57,7894.063333333334,9.0,2025-10-23 11:49:14.244263
82,Customer_82,customer82@example.com,41,Germany,2024-05-23 11:49:09.857979,36-50,,,,
83,Customer_83,customer83@example.com,46,USA,2025-02-23 11:49:09.857979,36-50,20637.47,5159.3675,4.0,2025-11-02 11:49:14.712625
84,Customer_84,customer84@example.com,32,USA,2024-11-22 11:49:09.857979,26-35,9475.66,4737.83,2.0,2025-06-16 11:49:11.149376
85,Customer_85,customer85@example.com,19,France,2024-04-15 11:49:09.857979,18-25,7404.83,3702.415,2.0,2025-06-14 11:49:15.037274
86,Customer_86,customer86@example.com,32,France,2025-03-23 11:49:09.857979,26-35,32493.62,8123.405,4.0,2025-10-07 11:49:13.929500
87,Customer_87,customer87@example.com,18,USA,2023-11-10 11:49:09.857979,18-25,19721.55,3944.31,5.0,2025-11-02 11:49:13.436539
88,Customer_88,customer88@example.com,58,USA,2025-03-14 11:49:09.857979,51+,28807.84,4115.405714285715,7.0,2025-10-01 11:49:12.605222
89,Customer_89,customer89@example.com,22,USA,2024-11-30 11:49:09.857979,18-25,11577.01,5788.505,2.0,2025-10-28 11:49:10.637270
90,Customer_90,customer90@example.com,22,France,2025-03-05 11:49:09.857979,18-25,70764.92,6433.174545454545,11.0,2025-09-03 11:49:13.454931
91,Customer_91,customer91@example.com,35,Australia,2024-06-24 11:49:09.857979,26-35,70998.64,10142.662857142857,7.0,2025-10-27 11:49:11.047284
92,Customer_92,customer92@example.com,31,France,2025-06-21 11:49:09.857979,26-35,47652.3,9530.460000000001,5.0,2025-09-16 11:49:13.826459
93,Customer_93,customer93@example.com,64,France,2024-03-23 11:49:09.857979,51+,40003.22,6667.203333333334,6.0,2025-05-19 11:49:14.857347
94,Customer_94,customer94@example.com,48,UK,2024-07-07 11:49:09.857979,36-50,42053.24,10513.31,4.0,2025-08-12 11:49:10.826693
95,Customer_95,customer95@example.com,69,Germany,2025-04-23 11:49:09.857979,51+,26213.38,5242.676,5.0,2025-10-30 11:49:14.082687
96,Customer_96,customer96@example.com,24,USA,2023-12-30 11:49:09.857979,18-25,7062.71,3531.355,2.0,2025-10-18 11:49:13.725584
97,Customer_97,customer97@example.com,45,Canada,2024-08-27 11:49:09.857979,36-50,15166.08,15166.08,1.0,2025-04-21 11:49:11.742946
98,Customer_98,customer98@example.com,44,Germany,2025-09-09 11:49:09.857979,36-50,5274.41,2637.205,2.0,2025-06-25 11:49:15.158096
99,Customer_99,customer99@example.com,61,Australia,2024-01-12 11:49:09.857979,51+,30798.9,6159.780000000001,5.0,2025-08-26 11:49:16.163120
100,Customer_100,customer100@example.com,24,USA,2024-09-17 11:49:09.857979,18-25,99254.41,8271.200833333334,12.0,2025-10-14 11:49:13.046209
101,Customer_101,customer101@example.com,64,Canada,2025-07-15 11:49:09.857979,51+,38056.3,6342.716666666667,6.0,2025-10-18 11:49:10.412537
102,Customer_102,customer102@example.com,33,UK,2025-04-23 11:49:09.857979,26-35,38129.729999999996,6354.954999999999,6.0,2025-10-19 11:49:12.774438
103,Customer_103,customer103@example.com,52,Germany,2025-06-13 11:49:09.857979,51+,49781.97,8296.995,6.0,2025-06-20 11:49:10.957804
104,Customer_104,customer104@example.com,45,UK,2025-01-22 11:49:09.857979,36-50,96653.89,10739.32111111111,9.0,2025-10-09 11:49:14.728399
105,Customer_105,customer105@example.com,47,UK,2025-08-18 11:49:09.857979,36-50,33315.92,8328.98,4.0,2025-05-30 11:49:15.021316
106,Customer_106,customer106@example.com,46,France,2025-07-26 11:49:09.857979,36-50,66341.78,9477.397142857142,7.0,2025-10-15 11:49:16.668916
107,Customer_107,customer107@example.com,21,Australia,2024-04-29 11:49:09.857979,18-25,29674.18,7418.545,4.0,2025-09-10 11:49:10.670114
108,Customer_108,customer108@example.com,71,USA,2025-07-31 11:49:09.857979,51+,70144.82,7793.86888888889,9.0,2025-10-27 11:49:15.643562
109,Customer_109,customer109@example.com,77,UK,2025-05-17 11:49:09.857979,51+,44403.72,8880.744,5.0,2025-08-20 11:49:12.019597
110,Customer_110,customer110@example.com,44,Germany,2024-06-29 11:49:09.857979,36-50,18821.53,4705.3825,4.0,2025-08-15 11:49:10.700031
111,Customer_111,customer111@example.com,31,Germany,2025-09-04 11:49:09.857979,26-35,22060.39,4412.0779999999995,5.0,2025-07-24 11:49:16.523415
112,Customer_112,customer112@example.com,28,Germany,2025-11-01 11:49:09.857979,26-35,13849.35,4616.45,3.0,2025-08-15 11:49:10.401273
113,Customer_113,customer113@example.com,42,Canada,2024-07-26 11:49:09.857979,36-50,23335.95,7778.650000000001,3.0,2025-07-10 11:49:15.479740
114,Customer_114,customer114@example.com,36,Germany,2023-11-21 11:49:09.857979,36-50,79213.61,8801.512222222222,9.0,2025-09-21 11:49:16.476416
115,Customer_115,customer115@example.com,79,Australia,2024-04-13 11:49:09.857979,51+,26801.6,4466.933333333333,6.0,2025-09-27 11:49:11.753950
116,Customer_116,customer116@example.com,60,Australia,2024-06-23 11:49:09.857979,51+,67530.56,8441.32,8.0,2025-10-12 11:49:16.090695
117,Customer_117,customer117@example.com,27,UK,2025-01-04 11:49:09.857979,26-35,29548.010000000002,5909.602000000001,5.0,2025-05-27 11:49:15.605482
118,Customer_118,customer118@example.com,31,USA,2024-03-20 11:49:09.857979,26-35,60738.7,10123.116666666667,6.0,2025-09-16 11:49:15.042311
119,Customer_119,customer119@example.com,65,France,2025-09-02 11:49:09.857979,51+,67037.59,8379.69875,8.0,2025-10-03 11:49:12.923277
120,Customer_120,customer120@example.com,65,Canada,2025-09-06 11:49:09.857979,51+,24782.41,8260.803333333333,3.0,2025-08-12 11:49:10.323269
121,Customer_121,customer121@example.com,21,France,2024-07-03 11:49:09.857979,18-25,48648.18,12162.045,4.0,2025-10-30 11:49:14.444293
122,Customer_122,customer122@example.com,50,France,2025-05-26 11:49:09.857979,36-50,52833.05,6604.13125,8.0,2025-10-16 11:49:10.459190
123,Customer_123,customer123@example.com,21,France,2025-08-13 11:49:09.857979,18-25,45100.68,9020.136,5.0,2025-10-22 11:49:15.234820
124,Customer_124,customer124@example.com,72,UK,2025-08-25 11:49:09.857979,51+,29642.86,7410.715,4.0,2025-09-25 11:49:12.160924
125,Customer_125,customer125@example.com,56,USA,2023-12-13 11:49:09.857979,51+,24459.51,4891.902,5.0,2025-09-21 11:49:10.211257
126,Customer_126,customer126@example.com,73,UK,2024-09-16 11:49:09.857979,51+,93915.25,13416.464285714286,7.0,2025-09-15 11:49:12.323506
127,Customer_127,customer127@example.com,25,France,2025-02-24 11:49:09.857979,18-25,108494.79000000001,12054.976666666667,9.0,2025-10-25 11:49:12.587219
128,Customer_128,customer128@example.com,55,France,2025-09-24 11:49:09.857979,51+,51574.0,12893.5,4.0,2025-07-07 11:49:16.143838
129,Customer_129,customer129@example.com,57,USA,2024-08-31 11:49:09.857979,51+,51352.55,5705.838888888889,9.0,2025-10-22 11:49:16.211778
130,Customer_130,customer130@example.com,60,France,2024-04-04 11:49:09.857979,51+,81711.56,11673.08,7.0,2025-06-20 11:49:13.858573
131,Customer_131,customer131@example.com,51,Canada,2025-02-09 11:49:09.857979,51+,47049.4,6721.342857142858,7.0,2025-09-28 11:49:11.538189
132,Customer_132,customer132@example.com,31,Australia,2024-12-17 11:49:09.857979,26-35,18766.129999999997,4691.532499999999,4.0,2025-09-10 11:49:14.806850
133,Customer_133,customer133@example.com,33,Canada,2024-09-24 11:49:09.857979,26-35,31277.909999999996,6255.581999999999,5.0,2025-07-11 11:49:13.884205
134,Customer_134,customer134@example.com,26,Australia,2024-01-13 11:49:09.857979,26-35,43850.700000000004,10962.675000000001,4.0,2025-08-08 11:49:14.982217
135,Customer_135,customer135@example.com,37,Germany,2024-12-15 11:49:09.857979,36-50,23905.48,11952.74,2.0,2025-03-26 11:49:11.586090
136,Customer_136,customer136@example.com,77,USA,2025-10-25 11:49:09.857979,51+,36342.020000000004,7268.404,5.0,2025-08-24 11:49:11.755553
137,Customer_137,customer137@example.com,47,France,2024-04-06 11:49:09.857979,36-50,9949.42,4974.71,2.0,2025-08-08 11:49:09.951084
138,Customer_138,customer138@example.com,24,USA,2024-05-02 11:49:09.857979,18-25,56378.03,8054.004285714285,7.0,2025-07-30 11:49:10.985807
139,Customer_139,customer139@example.com,31,France,2025-02-05 11:49:09.857979,26-35,53989.85,7712.835714285714,7.0,2025-08-07 11:49:10.693034
140,Customer_140,customer140@example.com,26,Canada,2025-08-25 11:49:09.857979,26-35,35815.04,8953.76,4.0,2025-10-20 11:49:12.213647
141,Customer_141,customer141@example.com,74,UK,2024-10-21 11:49:09.857979,51+,30290.370000000003,10096.79,3.0,2025-08-23 11:49:10.178513
142,Customer_142,customer142@example.com,36,UK,2024-08-12 11:49:09.857979,36-50,57908.07,9651.345,6.0,2025-09-04 11:49:10.087226
143,Customer_143,customer143@example.com,71,France,2023-11-14 11:49:09.857979,51+,20090.73,6696.91,3.0,2025-04-08 11:49:10.925254
144,Customer_144,customer144@example.com,37,France,2024-01-04 11:49:09.857979,36-50,26729.82,6682.455,4.0,2025-10-27 11:49:12.820440
145,Customer_145,customer145@example.com,51,USA,2023-12-21 11:49:09.857979,51+,85155.51999999999,12165.074285714285,7.0,2025-07-29 11:49:11.518084
146,Customer_146,customer146@example.com,70,France,2025-01-01 11:49:09.857979,51+,46890.85,11722.7125,4.0,2025-10-05 11:49:10.473281
147,Customer_147,customer147@example.com,77,Australia,2025-07-20 11:49:09.857979,51+,35824.03,7164.806,5.0,2025-04-26 11:49:11.861574
148,Customer_148,customer148@example.com,78,UK,2025-02-06 11:49:09.857979,51+,49817.590000000004,9963.518,5.0,2025-10-10 11:49:14.066675
149,Customer_149,customer149@example.com,25,USA,2024-04-16 11:49:09.857979,18-25,23607.64,5901.91,4.0,2025-10-25 11:49:12.892283
150,Customer_150,customer150@example.com,27,Canada,2025-01-19 11:49:09.857979,26-35,39434.45,7886.889999999999,5.0,2025-10-20 11:49:12.522595
151,Customer_151,customer151@example.com,56,UK,2024-11-17 11:49:09.857979,51+,26813.35,8937.783333333333,3.0,2025-05-29 11:49:13.442875
152,Customer_152,customer152@example.com,31,Australia,2024-01-24 11:49:09.857979,26-35,69881.23,7764.581111111111,9.0,2025-08-18 11:49:12.587219
153,Customer_153,customer153@example.com,72,Canada,2024-06-04 11:49:09.857979,51+,18267.0,3653.4,5.0,2025-10-17 11:49:12.106103
154,Customer_154,customer154@example.com,49,Canada,2025-09-12 11:49:09.857979,36-50,26995.53,4499.255,6.0,2025-11-02 11:49:12.831346
155,Customer_155,customer155@example.com,23,Australia,2024-08-27 11:49:09.857979,18-25,36482.770000000004,9120.692500000001,4.0,2025-04-25 11:49:13.900892
156,Customer_156,customer156@example.com,71,Canada,2025-09-19 11:49:09.857979,51+,30868.19,5144.698333333333,6.0,2025-07-30 11:49:10.777681
157,Customer_157,customer157@example.com,18,Canada,2025-06-23 11:49:09.857979,18-25,29035.76,9678.586666666666,3.0,2025-05-08 11:49:13.891207
158,Customer_158,customer158@example.com,58,Canada,2025-05-22 11:49:09.857979,51+,48937.899999999994,8156.316666666666,6.0,2025-10-29 11:49:10.108876
159,Customer_159,customer159@example.com,65,Germany,2024-04-18 11:49:09.857979,51+,62644.21,6960.467777777778,9.0,2025-09-23 11:49:15.908384
160,Customer_160,customer160@example.com,63,Germany,2024-04-08 11:49:09.857979,51+,54071.08,7724.4400000000005,7.0,2025-10-28 11:49:10.341276
161,Customer_161,customer161@example.com,18,USA,2025-08-18 11:49:09.857979,18-25,62813.93,10468.988333333333,6.0,2025-10-25 11:49:14.320999
162,Customer_162,customer162@example.com,78,Australia,2025-06-04 11:49:09.859041,51+,71426.64,7936.293333333333,9.0,2025-10-18 11:49:15.657509
163,Customer_163,customer163@example.com,52,USA,2024-10-21 11:49:09.859041,51+,89966.62,9996.29111111111,9.0,2025-10-18 11:49:13.286876
164,Customer_164,customer164@example.com,55,France,2025-06-05 11:49:09.859041,51+,24142.14,12071.07,2.0,2025-06-02 11:49:15.316308
165,Customer_165,customer165@example.com,45,UK,2025-09-22 11:49:09.859041,36-50,77608.39,11086.912857142857,7.0,2025-08-25 11:49:10.693034
166,Customer_166,customer166@example.com,37,Canada,2025-09-24 11:49:09.859041,36-50,83579.45,10447.43125,8.0,2025-10-28 11:49:14.083674
167,Customer_167,customer167@example.com,75,Canada,2025-04-02 11:49:09.859041,51+,33340.36,8335.09,4.0,2025-10-17 11:49:13.520444
168,Customer_168,customer168@example.com,61,UK,2023-12-22 11:49:09.859041,51+,34491.049999999996,8622.762499999999,4.0,2025-07-25 11:49:13.754609
169,Customer_169,customer169@example.com,24,Canada,2024-04-09 11:49:09.859041,18-25,20995.11,6998.37,3.0,2025-06-15 11:49:10.779683
170,Customer_170,customer170@example.com,74,Germany,2024-02-07 11:49:09.859041,51+,27472.36,5494.472,5.0,2025-06-28 11:49:10.137873
171,Customer_171,customer171@example.com,65,UK,2025-03-06 11:49:09.859041,51+,77200.18,11028.597142857141,7.0,2025-08-24 11:49:16.683906
172,Customer_172,customer172@example.com,73,UK,2025-05-06 11:49:09.859041,51+,12520.45,12520.45,1.0,2025-02-13 11:49:15.640569
173,Customer_173,customer173@example.com,74,Germany,2025-10-09 11:49:09.859041,51+,52724.39,13181.0975,4.0,2025-07-24 11:49:16.083596
174,Customer_174,customer174@example.com,29,Australia,2024-11-28 11:49:09.859041,26-35,49965.67,9993.134,5.0,2025-10-07 11:49:10.382235
175,Customer_175,customer175@example.com,68,Germany,2023-12-19 11:49:09.859041,51+,83095.18,10386.8975,8.0,2025-10-22 11:49:16.114602
176,Customer_176,customer176@example.com,73,Australia,2025-02-22 11:49:09.859041,51+,30263.93,7565.9825,4.0,2025-10-09 11:49:09.979813
177,Customer_177,customer177@example.com,35,UK,2023-11-16 11:49:09.859041,26-35,34148.72,8537.18,4.0,2025-10-29 11:49:15.229822
178,Customer_178,customer178@example.com,24,Germany,2025-09-25 11:49:09.859041,18-25,54284.71,9047.451666666666,6.0,2025-10-30 11:49:14.583688
179,Customer_179,customer179@example.com,72,Germany,2025-03-21 11:49:09.859041,51+,22572.260000000002,3762.0433333333335,6.0,2025-09-14 11:49:10.269608
180,Customer_180,customer180@example.com,30,Germany,2024-11-10 11:49:09.859041,26-35,49456.43,8242.738333333333,6.0,2025-09-25 11:49:12.237649
181,Customer_181,customer181@example.com,37,UK,2025-03-20 11:49:09.859041,36-50,31873.69,7968.4225,4.0,2025-09-09 11:49:13.555174
182,Customer_182,customer182@example.com,19,Australia,2025-04-20 11:49:09.859041,18-25,23758.550000000003,7919.516666666667,3.0,2025-10-26 11:49:13.317875
183,Customer_183,customer183@example.com,43,Canada,2025-01-22 11:49:09.859041,36-50,51835.38,4712.307272727273,11.0,2025-09-10 11:49:13.132851
184,Customer_184,customer184@example.com,73,USA,2025-01-22 11:49:09.859041,51+,67448.42,9635.488571428572,7.0,2025-09-28 11:49:10.655126
185,Customer_185,customer185@example.com,40,Australia,2024-05-31 11:49:09.859041,36-50,54208.4,10841.68,5.0,2025-06-18 11:49:14.411396
186,Customer_186,customer186@example.com,43,Australia,2024-05-03 11:49:09.859041,36-50,40014.270000000004,6669.045000000001,6.0,2025-09-16 11:49:14.097683
187,Customer_187,customer187@example.com,39,USA,2025-07-08 11:49:09.859041,36-50,44828.03,11207.0075,4.0,2025-03-17 11:49:10.124872
188,Customer_188,customer188@example.com,74,Canada,2025-05-05 11:49:09.859041,51+,20406.49,20406.49,1.0,2025-01-24 11:49:16.235693
189,Customer_189,customer189@example.com,55,Canada,2025-09-25 11:49:09.859041,51+,34172.55,6834.51,5.0,2025-05-31 11:49:10.392246
190,Customer_190,customer190@example.com,24,France,2024-08-16 11:49:09.859041,18-25,70348.42,10049.774285714286,7.0,2025-10-16 11:49:10.890243
191,Customer_191,customer191@example.com,40,Australia,2024-12-17 11:49:09.859041,36-50,32884.67,16442.335,2.0,2025-09-21 11:49:11.151418
192,Customer_192,customer192@example.com,45,France,2024-05-29 11:49:09.859041,36-50,70800.54000000001,11800.090000000002,6.0,2025-08-28 11:49:10.261242
