customer_id,name,email,age,country,registration_date
130,Customer_130,customer130@example.com,60,France,2024-04-04 11:49:09.857979
131,Customer_131,customer131@example.com,51,Canada,2025-02-09 11:49:09.857979
132,Customer_132,customer132@example.com,31,Australia,2024-12-17 11:49:09.857979
133,Customer_133,customer133@example.com,33,Canada,2024-09-24 11:49:09.857979
134,Customer_134,customer134@example.com,26,Australia,2024-01-13 11:49:09.857979
135,Customer_135,customer135@example.com,37,Germany,2024-12-15 11:49:09.857979
136,Customer_136,customer136@example.com,77,USA,2025-10-25 11:49:09.857979
137,Customer_137,customer137@example.com,47,France,2024-04-06 11:49:09.857979
138,Customer_138,customer138@example.com,24,USA,2024-05-02 11:49:09.857979
139,Customer_139,customer139@example.com,31,France,2025-02-05 11:49:09.857979
140,Customer_140,customer140@example.com,26,Canada,2025-08-25 11:49:09.857979
141,Customer_141,customer141@example.com,74,UK,2024-10-21 11:49:09.857979
142,Customer_142,customer142@example.com,36,UK,2024-08-12 11:49:09.857979
143,Customer_143,customer143@example.com,71,France,2023-11-14 11:49:09.857979
144,Customer_144,customer144@example.com,37,France,2024-01-04 11:49:09.857979
145,Customer_145,customer145@example.com,51,USA,2023-12-21 11:49:09.857979
146,Customer_146,customer146@example.com,70,France,2025-01-01 11:49:09.857979
147,Customer_147,customer147@example.com,77,Australia,2025-07-20 11:49:09.857979
148,Customer_148,customer148@example.com,78,UK,2025-02-06 11:49:09.857979
149,Customer_149,customer149@example.com,25,USA,2024-04-16 11:49:09.857979
150,Customer_150,customer150@example.com,27,Canada,2025-01-19 11:49:09.857979
151,Customer_151,customer151@example.com,56,UK,2024-11-17 11:49:09.857979
152,Customer_152,customer152@example.com,31,Australia,2024-01-24 11:49:09.857979
153,Customer_153,customer153@example.com,72,Canada,2024-06-04 11:49:09.857979
154,Customer_154,customer154@example.com,49,Canada,2025-09-12 11:49:09.857979
155,Customer_155,customer155@example.com,23,Australia,2024-08-27 11:49:09.857979
156,Customer_156,customer156@example.com,71,Canada,2025-09-19 11:49:09.857979
157,Customer_157,customer157@example.com,18,Canada,2025-06-23 11:49:09.857979
158,Customer_158,customer158@example.com,58,Canada,2025-05-22 11:49:09.857979
159,Customer_159,customer159@example.com,65,Germany,2024-04-18 11:49:09.857979
160,Customer_160,customer160@example.com,63,Germany,2024-04-08 11:49:09.857979
161,Customer_161,customer161@example.com,18,USA,2025-08-18 11:49:09.857979
162,Customer_162,customer162@example.com,78,Australia,2025-06-04 11:49:09.859041
163,Customer_163,customer163@example.com,52,USA,2024-10-21 11:49:09.859041
164,Customer_164,customer164@example.com,55,France,2025-06-05 11:49:09.859041
165,Customer_165,customer165@example.com,45,UK,2025-09-22 11:49:09.859041
166,Customer_166,customer166@example.com,37,Canada,2025-09-24 11:49:09.859041
167,Customer_167,customer167@example.com,75,Canada,2025-04-02 11:49:09.859041
168,Customer_168,customer168@example.com,61,UK,2023-12-22 11:49:09.859041
169,Customer_169,customer169@example.com,24,Canada,2024-04-09 11:49:09.859041
170,Customer_170,customer170@example.com,74,Germany,2024-02-07 11:49:09.859041
171,Customer_171,customer171@example.com,65,UK,2025-03-06 11:49:09.859041
172,Customer_172,customer172@example.com,73,UK,2025-05-06 11:49:09.859041
173,Customer_173,customer173@example.com,74,Germany,2025-10-09 11:49:09.859041
174,Customer_174,customer174@example.com,29,Australia,2024-11-28 11:49:09.859041
175,Customer_175,customer175@example.com,68,Germany,2023-12-19 11:49:09.859041
176,Customer_176,customer176@example.com,73,Australia,2025-02-22 11:49:09.859041
177,Customer_177,customer177@example.com,35,UK,2023-11-16 11:49:09.859041
178,Customer_178,customer178@example.com,24,Germany,2025-09-25 11:49:09.859041
179,Customer_179,customer179@example.com,72,Germany,2025-03-21 11:49:09.859041
180,Customer_180,customer180@example.com,30,Germany,2024-11-10 11:49:09.859041
181,Customer_181,customer181@example.com,37,UK,2025-03-20 11:49:09.859041
182,Customer_182,customer182@example.com,19,Australia,2025-04-20 11:49:09.859041
183,Customer_183,customer183@example.com,43,Canada,2025-01-22 11:49:09.859041
184,Customer_184,customer184@example.com,73,USA,2025-01-22 11:49:09.859041
185,Customer_185,customer185@example.com,40,Australia,2024-05-31 11:49:09.859041
186,Customer_186,customer186@example.com,43,Australia,2024-05-03 11:49:09.859041
187,Customer_187,customer187@example.com,39,USA,2025-07-08 11:49:09.859041
188,Customer_188,customer188@example.com,74,Canada,2025-05-05 11:49:09.859041
189,Customer_189,customer189@example.com,55,Canada,2025-09-25 11:49:09.859041
190,Customer_190,customer190@example.com,24,France,2024-08-16 11:49:09.859041
191,Customer_191,customer191@example.com,40,Australia,2024-12-17 11:49:09.859041
192,Customer_192,customer192@example.com,45,France,2024-05-29 11:49:09.859041
193,Customer_193,customer193@example.com,25,Germany,2024-03-23 11:49:09.859041
194,Customer_194,customer194@example.com,30,Canada,2025-09-19 11:49:09.859041
195,Customer_195,customer195@example.com,63,Germany,2025-11-02 11:49:09.859041
196,Customer_196,customer196@example.com,51,France,2023-12-01 11:49:09.859041
197,Customer_197,customer197@example.com,64,Australia,2023-12-18 11:49:09.859041
198,Customer_198,customer198@example.com,30,Canada,2024-08-19 11:49:09.859041
199,Customer_199,customer199@example.com,22,Australia,2024-11-30 11:49:09.859041
200,Customer_200,customer200@example.com,57,Canada,2023-12-25 11:49:09.859041
201,Customer_201,customer201@example.com,72,USA,2024-12-31 11:49:09.859041
202,Customer_202,customer202@example.com,50,Canada,2023-12-22 11:49:09.859041
203,Customer_203,customer203@example.com,44,Canada,2024-09-17 11:49:09.859041
204,Customer_204,customer204@example.com,62,Canada,2024-04-15 11:49:09.859041
205,Customer_205,customer205@example.com,26,UK,2024-08-30 11:49:09.859041
206,Customer_206,customer206@example.com,60,Germany,2023-12-11 11:49:09.859041
207,Customer_207,customer207@example.com,65,UK,2024-02-12 11:49:09.859041
208,Customer_208,customer208@example.com,54,Canada,2024-09-14 11:49:09.859041
209,Customer_209,customer209@example.com,53,USA,2024-12-27 11:49:09.859041
210,Customer_210,customer210@example.com,36,UK,2024-08-20 11:49:09.859041
211,Customer_211,customer211@example.com,68,France,2024-02-21 11:49:09.859041
212,Customer_212,customer212@example.com,59,Canada,2024-07-15 11:49:09.859041
213,Customer_213,customer213@example.com,46,Germany,2023-12-13 11:49:09.859041
214,Customer_214,customer214@example.com,31,France,2024-07-07 11:49:09.859041
215,Customer_215,customer215@example.com,68,Australia,2025-05-14 11:49:09.859041
216,Customer_216,customer216@example.com,60,USA,2025-01-17 11:49:09.859041
217,Customer_217,customer217@example.com,50,Australia,2024-01-25 11:49:09.859041
218,Customer_218,customer218@example.com,57,Canada,2025-07-31 11:49:09.859041
219,Customer_219,customer219@example.com,70,UK,2023-12-16 11:49:09.859041
220,Customer_220,customer220@example.com,37,UK,2025-04-14 11:49:09.859041
221,Customer_221,customer221@example.com,27,USA,2025-09-17 11:49:09.859041
222,Customer_222,customer222@example.com,33,Germany,2024-02-17 11:49:09.859041
223,Customer_223,customer223@example.com,72,USA,2024-07-25 11:49:09.859041
224,Customer_224,customer224@example.com,44,Australia,2024-03-24 11:49:09.859041
225,Customer_225,customer225@example.com,30,Australia,2023-11-21 11:49:09.859041
226,Customer_226,customer226@example.com,42,Germany,2024-09-20 11:49:09.859041
227,Customer_227,customer227@example.com,33,UK,2024-01-02 11:49:09.859041
228,Customer_228,customer228@example.com,62,USA,2025-07-17 11:49:09.859041
229,Customer_229,customer229@example.com,67,Germany,2025-03-24 11:49:09.859041
230,Customer_230,customer230@example.com,29,Australia,2024-05-22 11:49:09.859041
231,Customer_231,customer231@example.com,47,USA,2024-04-12 11:49:09.859041
232,Customer_232,customer232@example.com,33,USA,2024-07-24 11:49:09.859041
233,Customer_233,customer233@example.com,26,Germany,2023-12-21 11:49:09.859041
234,Customer_234,customer234@example.com,51,France,2024-03-04 11:49:09.859041
235,Customer_235,customer235@example.com,38,Germany,2024-02-15 11:49:09.859041
236,Customer_236,customer236@example.com,70,Australia,2024-06-05 11:49:09.859041
237,Customer_237,customer237@example.com,45,France,2024-08-04 11:49:09.859041
238,Customer_238,customer238@example.com,75,UK,2024-07-05 11:49:09.859041
239,Customer_239,customer239@example.com,46,Canada,2025-02-23 11:49:09.859041
240,Customer_240,customer240@example.com,71,Australia,2025-01-24 11:49:09.859041
241,Customer_241,customer241@example.com,67,France,2024-06-25 11:49:09.859041
242,Customer_242,customer242@example.com,58,UK,2025-01-26 11:49:09.859041
243,Customer_243,customer243@example.com,46,USA,2025-01-15 11:49:09.859041
244,Customer_244,customer244@example.com,33,Canada,2024-11-25 11:49:09.859041
245,Customer_245,customer245@example.com,38,France,2025-08-13 11:49:09.859041
246,Customer_246,customer246@example.com,26,UK,2025-03-12 11:49:09.859041
247,Customer_247,customer247@example.com,42,Australia,2025-05-31 11:49:09.859041
248,Customer_248,customer248@example.com,63,UK,2025-08-30 11:49:09.859041
249,Customer_249,customer249@example.com,44,Germany,2024-11-30 11:49:09.859041
250,Customer_250,customer250@example.com,52,Germany,2024-09-04 11:49:09.859041
251,Customer_251,customer251@example.com,21,UK,2024-08-30 11:49:09.859041
252,Customer_252,customer252@example.com,42,France,2023-11-22 11:49:09.859041
253,Customer_253,customer253@example.com,19,France,2024-10-10 11:49:09.859041
254,Customer_254,customer254@example.com,48,USA,2024-11-08 11:49:09.859041
255,Customer_255,customer255@example.com,37,Germany,2024-08-31 11:49:09.859041
256,Customer_256,customer256@example.com,52,Australia,2024-04-23 11:49:09.859041
257,Customer_257,customer257@example.com,69,France,2025-03-23 11:49:09.859041
258,Customer_258,customer258@example.com,49,UK,2025-01-28 11:49:09.859041
259,Customer_259,customer259@example.com,45,Germany,2025-10-05 11:49:09.859041
260,Customer_260,customer260@example.com,42,Canada,2023-12-20 11:49:09.859041
261,Customer_261,customer261@example.com,61,Germany,2025-05-18 11:49:09.859041
262,Customer_262,customer262@example.com,71,Germany,2025-06-26 11:49:09.859041
263,Customer_263,customer263@example.com,80,France,2024-05-06 11:49:09.859041
264,Customer_264,customer264@example.com,19,Germany,2024-03-07 11:49:09.859041
265,Customer_265,customer265@example.com,54,Australia,2025-10-07 11:49:09.859041
266,Customer_266,customer266@example.com,23,Australia,2024-08-22 11:49:09.859041
267,Customer_267,customer267@example.com,26,Germany,2025-05-01 11:49:09.859041
268,Customer_268,customer268@example.com,21,Canada,2024-10-11 11:49:09.859041
269,Customer_269,customer269@example.com,38,UK,2024-07-26 11:49:09.859041
270,Customer_270,customer270@example.com,38,Canada,2024-10-11 11:49:09.859041
271,Customer_271,customer271@example.com,35,Germany,2025-02-18 11:49:09.859041
272,Customer_272,customer272@example.com,71,USA,2024-07-10 11:49:09.859041
273,Customer_273,customer273@example.com,19,Australia,2024-04-30 11:49:09.859041
274,Customer_274,customer274@example.com,21,Canada,2025-03-19 11:49:09.859041
275,Customer_275,customer275@example.com,59,USA,2024-01-06 11:49:09.859041
276,Customer_276,customer276@example.com,20,USA,2025-02-23 11:49:09.859041
277,Customer_277,customer277@example.com,30,USA,2024-02-06 11:49:09.859041
278,Customer_278,customer278@example.com,27,UK,2025-06-27 11:49:09.859041
279,Customer_279,customer279@example.com,48,Australia,2025-07-09 11:49:09.859041
280,Customer_280,customer280@example.com,54,UK,2024-07-15 11:49:09.859041
281,Customer_281,customer281@example.com,62,Canada,2024-10-22 11:49:09.859041
282,Customer_282,customer282@example.com,28,France,2024-02-21 11:49:09.859956
283,Customer_283,customer283@example.com,79,Australia,2025-07-09 11:49:09.859956
284,Customer_284,customer284@example.com,67,UK,2024-12-20 11:49:09.859956
285,Customer_285,customer285@example.com,24,France,2025-10-08 11:49:09.859956
286,Customer_286,customer286@example.com,77,Canada,2024-03-24 11:49:09.859956
287,Customer_287,customer287@example.com,61,Germany,2024-09-23 11:49:09.859956
288,Customer_288,customer288@example.com,78,Australia,2025-04-14 11:49:09.859956
289,Customer_289,customer289@example.com,22,France,2023-11-27 11:49:09.859956
290,Customer_290,customer290@example.com,71,Australia,2025-02-28 11:49:09.859956
291,Customer_291,customer291@example.com,24,Australia,2024-12-30 11:49:09.859956
292,Customer_292,customer292@example.com,72,Australia,2024-02-28 11:49:09.859956
293,Customer_293,customer293@example.com,69,USA,2024-04-03 11:49:09.859956
294,Customer_294,customer294@example.com,68,USA,2024-11-13 11:49:09.859956
295,Customer_295,customer295@example.com,52,Germany,2023-12-27 11:49:09.859956
296,Customer_296,customer296@example.com,41,USA,2024-06-03 11:49:09.859956
297,Customer_297,customer297@example.com,59,Canada,2025-10-22 11:49:09.859956
298,Customer_298,customer298@example.com,72,Germany,2024-06-20 11:49:09.859956
299,Customer_299,customer299@example.com,24,Germany,2024-10-29 11:49:09.859956
300,Customer_300,customer300@example.com,58,Germany,2023-11-10 11:49:09.859956
301,Customer_301,customer301@example.com,27,Germany,2025-05-07 11:49:09.859956
302,Customer_302,customer302@example.com,64,France,2024-01-07 11:49:09.859956
303,Customer_303,customer303@example.com,35,France,2024-05-01 11:49:09.859956
304,Customer_304,customer304@example.com,67,Germany,2024-07-15 11:49:09.859956
305,Customer_305,customer305@example.com,45,Australia,2024-03-07 11:49:09.859956
306,Customer_306,customer306@example.com,35,Canada,2025-02-25 11:49:09.859956
307,Customer_307,customer307@example.com,71,USA,2025-01-22 11:49:09.859956
308,Customer_308,customer308@example.com,74,Germany,2025-02-27 11:49:09.859956
309,Customer_309,customer309@example.com,66,Germany,2024-03-30 11:49:09.859956
310,Customer_310,customer310@example.com,57,Australia,2024-10-11 11:49:09.859956
311,Customer_311,customer311@example.com,39,USA,2024-06-15 11:49:09.859956
312,Customer_312,customer312@example.com,72,Canada,2025-05-01 11:49:09.859956
313,Customer_313,customer313@example.com,49,UK,2024-11-05 11:49:09.859956
314,Customer_314,customer314@example.com,69,Canada,2024-11-20 11:49:09.859956
315,Customer_315,customer315@example.com,35,France,2023-11-16 11:49:09.859956
316,Customer_316,customer316@example.com,74,Canada,2024-04-13 11:49:09.859956
317,Customer_317,customer317@example.com,18,France,2025-04-22 11:49:09.859956
318,Customer_318,customer318@example.com,23,UK,2024-09-13 11:49:09.859956
319,Customer_319,customer319@example.com,49,France,2025-03-02 11:49:09.859956
320,Customer_320,customer320@example.com,62,Germany,2024-01-12 11:49:09.859956
321,Customer_321,customer321@example.com,63,Germany,2024-08-02 11:49:09.859956
322,Customer_322,customer322@example.com,68,USA,2025-07-31 11:49:09.859956
323,Customer_323,customer323@example.com,36,UK,2024-09-15 11:49:09.859956
324,Customer_324,customer324@example.com,62,UK,2024-12-25 11:49:09.859956
325,Customer_325,customer325@example.com,60,France,2024-10-22 11:49:09.859956
326,Customer_326,customer326@example.com,48,France,2024-05-09 11:49:09.859956
327,Customer_327,customer327@example.com,40,Germany,2024-04-19 11:49:09.859956
328,Customer_328,customer328@example.com,39,Canada,2023-11-15 11:49:09.859956
329,Customer_329,customer329@example.com,47,Canada,2024-12-25 11:49:09.859956
330,Customer_330,customer330@example.com,34,UK,2025-07-03 11:49:09.859956
331,Customer_331,customer331@example.com,64,UK,2024-12-15 11:49:09.859956
332,Customer_332,customer332@example.com,25,Australia,2024-05-04 11:49:09.859956
333,Customer_333,customer333@example.com,78,Australia,2025-04-28 11:49:09.859956
334,Customer_334,customer334@example.com,30,UK,2024-06-26 11:49:09.859956
335,Customer_335,customer335@example.com,35,Australia,2024-03-10 11:49:09.859956
336,Customer_336,customer336@example.com,80,France,2024-03-02 11:49:09.859956
337,Customer_337,customer337@example.com,36,USA,2025-04-19 11:49:09.859956
338,Customer_338,customer338@example.com,36,UK,2024-10-30 11:49:09.859956
339,Customer_339,customer339@example.com,29,Canada,2025-10-20 11:49:09.859956
340,Customer_340,customer340@example.com,63,France,2025-06-27 11:49:09.859956
341,Customer_341,customer341@example.com,35,USA,2025-09-09 11:49:09.859956
342,Customer_342,customer342@example.com,53,Canada,2023-11-20 11:49:09.859956
343,Customer_343,customer343@example.com,78,UK,2024-01-20 11:49:09.859956
344,Customer_344,customer344@example.com,73,Germany,2025-07-21 11:49:09.859956
345,Customer_345,customer345@example.com,73,USA,2024-03-26 11:49:09.859956
346,Customer_346,customer346@example.com,36,Germany,2024-07-01 11:49:09.859956
347,Customer_347,customer347@example.com,46,Canada,2025-04-29 11:49:09.859956
348,Customer_348,customer348@example.com,79,USA,2025-02-18 11:49:09.859956
349,Customer_349,customer349@example.com,78,Germany,2025-07-10 11:49:09.859956
350,Customer_350,customer350@example.com,70,USA,2024-09-19 11:49:09.859956
351,Customer_351,customer351@example.com,49,USA,2024-03-23 11:49:09.859956
352,Customer_352,customer352@example.com,58,Australia,2025-09-10 11:49:09.859956
353,Customer_353,customer353@example.com,27,UK,2024-04-06 11:49:09.859956
354,Customer_354,customer354@example.com,78,Canada,2025-08-08 11:49:09.859956
355,Customer_355,customer355@example.com,33,USA,2024-04-11 11:49:09.859956
356,Customer_356,customer356@example.com,66,Germany,2024-02-22 11:49:09.859956
357,Customer_357,customer357@example.com,56,France,2025-03-17 11:49:09.859956
358,Customer_358,customer358@example.com,67,France,2024-10-10 11:49:09.859956
359,Customer_359,customer359@example.com,46,Germany,2025-01-03 11:49:09.859956
360,Customer_360,customer360@example.com,73,France,2024-08-21 11:49:09.859956
361,Customer_361,customer361@example.com,37,France,2024-02-07 11:49:09.859956
362,Customer_362,customer362@example.com,21,France,2025-07-25 11:49:09.859956
363,Customer_363,customer363@example.com,78,UK,2024-02-02 11:49:09.859956
364,Customer_364,customer364@example.com,31,Canada,2023-12-28 11:49:09.859956
365,Customer_365,customer365@example.com,23,UK,2025-03-03 11:49:09.859956
366,Customer_366,customer366@example.com,29,France,2025-08-19 11:49:09.859956
367,Customer_367,customer367@example.com,28,USA,2024-09-11 11:49:09.859956
368,Customer_368,customer368@example.com,46,Australia,2024-03-05 11:49:09.859956
369,Customer_369,customer369@example.com,48,Canada,2025-10-01 11:49:09.859956
370,Customer_370,customer370@example.com,32,Canada,2023-11-11 11:49:09.859956
371,Customer_371,customer371@example.com,36,Australia,2024-07-27 11:49:09.859956
372,Customer_372,customer372@example.com,22,Australia,2025-03-09 11:49:09.859956
373,Customer_373,customer373@example.com,77,Canada,2024-02-02 11:49:09.859956
